0,1,2,3,4
Date,Description,Money In,Money Out,Balance
,DICLE FOOD CENTRE (VIA APPLE,,,
,"PAY), ON 24-12-2023",,,
25/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 5.75,£ -91.06
,ON 24-12-2023,,,
24/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 7.05,£ -85.31
,ON 23-12-2023,,,
24/12/2023,SAINSBURYS S/MKTS (VIA APPLE,,£ 4.40,£ -78.26
,"PAY), ON 23-12-2023",,,
24/12/2023,KFC EARLSFIELD (VIA APPLE,,£ 20.96,£ -73.86
,"PAY), ON 23-12-2023",,,
24/12/2023,SHELL BATTERSEA (VIA APPLE,,£ 1.90,£ -52.90
,"PAY), ON 23-12-2023",,,
23/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 5.30,£ -51.00
,ON 22-12-2023,,,
23/12/2023,DICLE FOOD CENTRE (VIA APPLE,,£ 4.98,£ -45.70
,"PAY), ON 22-12-2023",,,
23/12/2023,KURK CHICKEN BAR (VIA APPLE,,£ 9.89,£ -40.72
,"PAY), ON 22-12-2023",,,
23/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.50,£ -30.83
,ON 22-12-2023,,,
23/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 5.75,£ -28.33
,ON 22-12-2023,,,
23/12/2023,"APPLE.COM/BILL (VIA APPLE PAY),",,£ 7.99,£ -22.58
,ON 22-12-2023,,,
22/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.20,£ -14.59
,ON 21-12-2023,,,
22/12/2023,MARTIN MCCOLL (VIA APPLE,,£ 2.19,£ -11.39
Date,Description,Money In,Money Out,Balance
22/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 9.00,£ -9.20
,ON 21-12-2023,,,
22/12/2023,POST OFFICE COUNTER (VIA,,£ 4.40,£ -0.20
,"APPLE PAY), ON 21-12-2023",,,
22/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 1.95,£ 4.20
,ON 21-12-2023,,,
21/12/2023,CARD PAYMENT TO CAFFE NERO,,£ 6.15,£ 6.15
,15 CAMDEN J ON 20-12-2023,,,
21/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 8.10,£ 12.30
,ON 20-12-2023,,,
21/12/2023,CARD PAYMENT TO MIHIR KANTI,,£ 25.00,£ 20.40
,SARKAR ON 20-12-2023,,,
21/12/2023,NYA*WOMBATS LONDON LTD (VIA,,£ 1.00,£ 45.40
,"APPLE PAY), ON 20-12-2023",,,
21/12/2023,CARD PAYMENT TO BKG*HOTEL,,£ 117.00,£ 46.40
,AT BOOKING.C ON 20-12-2023,,,
21/12/2023,ZETTLE_*INSIDE SUCCESS (VIA,,£ 5.00,£ 163.40
,"APPLE PAY), ON 20-12-2023",,,
21/12/2023,ZETTLE_*GOURMET SAUSAG (VIA,,£ 24.00,£ 168.40
,"APPLE PAY), ON 20-12-2023",,,
21/12/2023,CARD PAYMENT TO SQ *HAYS ON,,£ 11.00,£ 192.40
,THE RIVER ON 20-12-2023,,,
20/12/2023,CARD PAYMENT TO Happy Bones,,£ 3.80,£ 203.40
,Coffee ON 20-12-2023,,,
20/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 5.90,£ 207.20
,ON 19-12-2023,,,
20/12/2023,LEICESTER SQUARE YOKOC (VIA,,£ 52.07,£ 213.10
Date,Description,Money In,Money Out,Balance
20/12/2023,CROWN & SCEPTRE (VIA APPLE,,£ 15.40,£ 265.17
,"PAY), ON 19-12-2023",,,
20/12/2023,UBR* PENDING.UBER.COM (VIA,,£ 19.92,£ 280.57
,"APPLE PAY), ON 19-12-2023",,,
20/12/2023,CARD PAYMENT TO TESCO,,£ 21.35,£ 300.49
,STORES 6668 ON 19-12-2023,,,
20/12/2023,CARD PAYMENT TO Dr Martens,,£ 177.50,£ 321.84
,Carnaby Str ON 19-12-2023,,,
20/12/2023,DINES* TSQ JOBLAKECAFE (VIA,,£ 13.00,£ 499.34
,"APPLE PAY), ON 19-12-2023",,,
20/12/2023,CARD PAYMENT TO LANGHAM,,£ 139.09,£ 512.34
,COURT HOTEL ON 19-12-2023,,,
19/12/2023,CARD PAYMENT TO THREE ON,,£ 20.00,£ 651.43
,18-12-2023,,,
19/12/2023,BROADWICK STREET LEON (VIA,,£ 10.98,£ 671.43
,"APPLE PAY), ON 18-12-2023",,,
19/12/2023,BOLT.EU/O/2312190102 (VIA,,£ 11.20,£ 682.41
,"APPLE PAY), ON 19-12-2023",,,
19/12/2023,CARD PAYMENT TO,,£ 20.00,£ 693.61
,MIP*VODAFONE TOPUP ON,,,
,18-12-2023,,,
19/12/2023,SIR SYDNEY SMITH (VIA APPLE,,£ 11.60,£ 713.61
,"PAY), ON 18-12-2023",,,
19/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.05,£ 725.21
,ON 18-12-2023,,,
19/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ 729.26
,ON 18-12-2023,,,
19/12/2023,,,£ 9.83,£ 733.06
Date,Description,Money In,Money Out,Balance
,SUPERDRUG STORES PLC (VIA,,,
,"APPLE PAY), ON 18-12-2023",,,
19/12/2023,TESCO STORES 2249 (VIA APPLE,,£ 5.15,£ 742.89
,"PAY), ON 18-12-2023",,,
19/12/2023,TESCO STORES 2249 (VIA APPLE,,£ 3.00,£ 748.04
,"PAY), ON 18-12-2023",,,
19/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 6.30,£ 751.04
,ON 18-12-2023,,,
18/12/2023,CASH PAID IN AT ATM FINCHLEY,£ 280.00,,£ 757.34
,"50 BL ,FINCHLEY",,,
17/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 1.95,£ 477.34
,ON 16-12-2023,,,
17/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ 479.29
,ON 16-12-2023,,,
16/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 2.60,£ 483.09
,"PAY), ON 15-12-2023",,,
15/12/2023,CASH WITHDRAWAL AT,,£ 10.00,£ 485.69
,SANTANDER ATM FINCHLEY 50,,,
,"BL, FINCHLEY,10.00 GBP , ON",,,
,15-12-2023,,,
13/12/2023,Third party payment made via,,£ 200.00,£ 495.69
,Faster Payment to CDER Group Ltd,,,
,Reference OB4337017 Santande,,,
13/12/2023,WITHDRAWAL 200.00 CASH AT,,£ 200.00,£ 695.69
,FINCHLEY 50 BL,,,
13/12/2023,CASH PAID IN AT FINCHLEY 50 BL,"£ 2,385.00",,£ 895.69
12/12/2023,CASH PAID IN AT FINCHLEY 50 BL,£ 60.00,,"£ -1,489.31"
28/11/2023,,,£ 13.47,"£ -1,549.31"
Date,Description,Money In,Money Out,Balance
,ARRANGED OVERDRAFT,,,
,INTEREST,,,
27/10/2023,ARRANGED OVERDRAFT,,£ 14.01,"£ -1,535.84"
,INTEREST,,,
27/09/2023,CARD PAYMENT TO AMZN Mktp DE,,£ 11.08,"£ -1,521.83"
,ON 26-09-2023,,,
27/09/2023,ARRANGED OVERDRAFT,,£ 14.15,"£ -1,510.75"
,INTEREST,,,
27/09/2023,CARD PAYMENT TO AMZN Mktp,,£ 38.55,"£ -1,496.60"
,DE*1K20W8564 ON 26-09-2023,,,
20/09/2023,EDEKA MOTZ OBERDORLA (VIA,,£ 9.96,"£ -1,458.05"
,"APPLE PAY), 11.54 EUR RATE",,,
,"0.8630/GBP, ON 19-09-2023",,,
20/09/2023,FOREIGN CURRENCY,,£ 0.29,"£ -1,448.09"
,CONVERSION FEE,,,
16/09/2023,TRAVYS STE-CROIX (VIA APPLE,,£ 10.09,"£ -1,447.80"
,"PAY), 11.20 CHF RATE 0.9008/GBP,",,,
,ON 15-09-2023,,,
16/09/2023,FOREIGN CURRENCY,,£ 0.30,"£ -1,437.71"
,CONVERSION FEE,,,
16/09/2023,COOP PRONTO YVERDON (VIA,,£ 8.20,"£ -1,437.41"
,"APPLE PAY), 9.10 CHF RATE",,,
,"0.9010/GBP, ON 15-09-2023",,,
16/09/2023,FOREIGN CURRENCY,,£ 0.24,"£ -1,429.21"
,CONVERSION FEE,,,
15/09/2023,CARD PAYMENT TO giffgaff ON,,£ 15.00,"£ -1,428.97"
,14-09-2023,,,
13/09/2023,CARD PAYMENT TO Spotify,,£ 5.99,"£ -1,413.97"
Date,Description,Money In,Money Out,Balance
12/09/2023,TRANSFER FROM MR LEFTERIS,£ 87.03,,"£ -1,407.98"
,GILMAZ,,,
11/09/2023,CAFFE NERO 132 GATWICK (VIA,,£ 3.55,"£ -1,495.01"
,"APPLE PAY), ON 10-09-2023",,,
11/09/2023,"GREGGS PLC (VIA APPLE PAY),",,£ 6.20,"£ -1,491.46"
,ON 10-09-2023,,,
11/09/2023,WH SMITH GATWICK SOUTH (VIA,,£ 2.79,"£ -1,485.26"
,"APPLE PAY), ON 10-09-2023",,,
11/09/2023,CARD PAYMENT TO GLOBAL,,£ 40.18,"£ -1,482.47"
,EXCHANGE SUISSE ON 10-09-2023,,,
10/09/2023,CARD PAYMENT TO APPLE.COM/,,£ 2.99,"£ -1,442.29"
,BILL ON 10-09-2023,,,
10/09/2023,TRANSFER FROM MR LEFTERIS,£ 50.00,,"£ -1,439.30"
,GILMAZ,,,
10/09/2023,TESCO STORES 6300 (VIA APPLE,,£ 5.00,"£ -1,489.30"
,"PAY), ON 09-09-2023",,,
10/09/2023,TRANSFER FROM MR LEFTERIS,£ 6.00,,"£ -1,484.30"
,GILMAZ,,,
09/09/2023,TRANSFER FROM MR LEFTERIS,£ 17.00,,"£ -1,490.30"
,GILMAZ,,,
06/09/2023,CARD PAYMENT TO National,,£ 22.60,"£ -1,507.30"
,Express Limit ON 05-09-2023,,,
05/09/2023,CARD PAYMENT TO,,£ 101.47,"£ -1,484.70"
,EASYJET000K61J28P ON,,,
,04-09-2023,,,
04/09/2023,TRANSFER FROM MR LEFTERIS,£ 20.00,,"£ -1,383.23"
,GILMAZ,,,
04/09/2023,,£ 101.00,,"£ -1,403.23"
Date,Description,Money In,Money Out,Balance
,TRANSFER FROM MR LEFTERIS,,,
,GILMAZ,,,
04/09/2023,"BURGRILL (VIA APPLE PAY), ON",,£ 9.58,"£ -1,504.23"
,03-09-2023,,,
31/08/2023,CARD PAYMENT TO giffgaff ON,,£ 15.00,"£ -1,494.65"
,31-08-2023,,,
31/08/2023,TRANSFER FROM MR LEFTERIS,£ 30.00,,"£ -1,479.65"
,GILMAZ,,,
10/08/2023,"DELIVEROO (VIA APPLE PAY), ON",,£ 21.25,"£ -1,509.65"
,10-08-2023,,,
10/08/2023,TRANSFER FROM MR LEFTERIS,£ 11.00,,"£ -1,488.40"
,GILMAZ,,,
09/08/2023,CARD PAYMENT TO CIRCUIT UK -,,£ 15.00,"£ -1,499.40"
,APP 1 ON 08-08-2023,,,
09/08/2023,TRANSFER FROM MR LEFTERIS,£ 15.00,,"£ -1,484.40"
,GILMAZ,,,
08/08/2023,WM MORRISONS STORE (VIA,,£ 19.02,"£ -1,499.40"
,"APPLE PAY), ON 07-08-2023",,,
08/08/2023,BILL PAYMENT VIA FASTER,,£ 25.00,"£ -1,480.38"
,PAYMENT TO MAGDALENA MICKIE,,,
,"REFERENCE ANJAJ , MANDATE",,,
,NO 41,,,
08/08/2023,TRANSFER FROM MR LEFTERIS,£ 25.00,,"£ -1,455.38"
,GILMAZ,,,
07/08/2023,FOREIGN CURRENCY,,£ 0.22,"£ -1,480.38"
,CONVERSION FEE,,,
07/08/2023,"CARD PAYMENT TO OF ,9.59 USD,",,£ 7.56,"£ -1,480.16"
Date,Description,Money In,Money Out,Balance
07/08/2023,TRANSFER FROM MR LEFTERIS,£ 13.00,,"£ -1,472.60"
,GILMAZ,,,
07/08/2023,ANNA SUPERMARKET (VIA APPLE,,£ 7.41,"£ -1,485.60"
,"PAY), ON 06-08-2023",,,
07/08/2023,"WINDMILL (VIA APPLE PAY), ON",,£ 9.10,"£ -1,478.19"
,06-08-2023,,,
06/08/2023,TRANSFER FROM MR LEFTERIS,£ 10.00,,"£ -1,469.09"
,GILMAZ,,,
06/08/2023,TRANSFER FROM MR LEFTERIS,£ 20.00,,"£ -1,479.09"
,GILMAZ,,,
06/08/2023,BILL PAYMENT VIA FASTER,,£ 20.00,"£ -1,499.09"
,PAYMENT TO MAGDALENA MICKIE,,,
,"REFERENCE ANJAJ , MANDATE",,,
,NO 41,,,
06/08/2023,TRANSFER FROM MR LEFTERIS,£ 2.00,,"£ -1,479.09"
,GILMAZ,,,
06/08/2023,TRANSFER FROM MR LEFTERIS,£ 20.00,,"£ -1,481.09"
,GILMAZ,,,
06/08/2023,ART'S GREEK CUISINE (VIA APPLE,,£ 15.00,"£ -1,501.09"
,"PAY), ON 05-08-2023",,,
06/08/2023,"FIREBUG (VIA APPLE PAY), ON",,£ 4.80,"£ -1,486.09"
,05-08-2023,,,
06/08/2023,"FIREBUG (VIA APPLE PAY), ON",,£ 4.70,"£ -1,481.29"
,05-08-2023,,,
06/08/2023,"FIREBUG (VIA APPLE PAY), ON",,£ 4.60,"£ -1,476.59"
,05-08-2023,,,
06/08/2023,TESCO STORES 6300 (VIA APPLE,,£ 4.60,"£ -1,471.99"
Date,Description,Money In,Money Out,Balance
06/08/2023,"200 DEGREES (VIA APPLE PAY),",,£ 2.40,"£ -1,467.39"
,ON 05-08-2023,,,
06/08/2023,"200 DEGREES (VIA APPLE PAY),",,£ 3.40,"£ -1,464.99"
,ON 05-08-2023,,,
05/08/2023,TRANSFER FROM MR LEFTERIS,£ 3.00,,"£ -1,461.59"
,GILMAZ,,,
05/08/2023,TRANSFER FROM MR LEFTERIS,£ 15.00,,"£ -1,464.59"
,GILMAZ,,,
05/08/2023,TRANSFER FROM MR LEFTERIS,£ 7.00,,"£ -1,479.59"
,GILMAZ,,,
05/08/2023,TRANSFER FROM MR LEFTERIS,£ 4.00,,"£ -1,486.59"
,GILMAZ,,,
05/08/2023,TRANSFER FROM MR LEFTERIS,£ 4.00,,"£ -1,490.59"
,GILMAZ,,,
05/08/2023,TRANSFER FROM MR LEFTERIS,£ 4.00,,"£ -1,494.59"
,GILMAZ,,,
05/08/2023,SAINSBURYS LOCAL (VIA APPLE,,£ 7.15,"£ -1,498.59"
,"PAY), ON 04-08-2023",,,
05/08/2023,ONE STOP STORES (VIA APPLE,,£ 1.80,"£ -1,491.44"
,"PAY), ON 04-08-2023",,,
04/08/2023,WM MORRISONS STORE (VIA,,£ 8.73,"£ -1,489.64"
,"APPLE PAY), ON 03-08-2023",,,
04/08/2023,TRANSFER FROM MR LEFTERIS,£ 10.00,,"£ -1,480.91"
,GILMAZ,,,
04/08/2023,BILL PAYMENT VIA FASTER,,£ 46.00,"£ -1,490.91"
Date,Description,Money In,Money Out,Balance
04/08/2023,TRANSFER FROM MR LEFTERIS,£ 1.00,,"£ -1,444.91"
,GILMAZ,,,
04/08/2023,TRANSFER FROM MR LEFTERIS,£ 47.00,,"£ -1,445.91"
,GILMAZ,,,
03/08/2023,TRANSFER FROM MR LEFTERIS,£ 7.00,,"£ -1,492.91"
,GILMAZ,,,
03/08/2023,BILL PAYMENT VIA FASTER,,£ 5.00,"£ -1,499.91"
,PAYMENT TO MAGDALENA MICKIE,,,
,"REFERENCE ANJAJ , MANDATE",,,
,NO 41,,,
03/08/2023,TRANSFER FROM MR LEFTERIS,£ 11.00,,"£ -1,494.91"
,GILMAZ,,,
03/08/2023,CARD PAYMENT TO Spotify,,£ 5.99,"£ -1,505.91"
,P24BFD3CC7 ON 02-08-2023,,,
02/08/2023,BILL PAYMENT VIA FASTER,,£ 30.00,"£ -1,499.92"
,PAYMENT TO MAGDALENA MICKIE,,,
,"REFERENCE ANJAJ , MANDATE",,,
,NO 41,,,
02/08/2023,TRANSFER FROM MR LEFTERIS,£ 31.00,,"£ -1,469.92"
,GILMAZ,,,
02/08/2023,WM MORRISONS STORE (VIA,,£ 8.73,"£ -1,500.92"
,"APPLE PAY), ON 01-08-2023",,,
02/08/2023,WM MORRISONS STORE (VIA,,£ 10.24,"£ -1,492.19"
,"APPLE PAY), ON 01-08-2023",,,
02/08/2023,TRANSFER FROM MR LEFTERIS,£ 9.00,,"£ -1,481.95"
,GILMAZ,,,
02/08/2023,TRANSFER FROM MR LEFTERIS,£ 10.00,,"£ -1,490.95"
,GILMAZ,,,
01/08/2023,,,£ 16.76,"£ -1,500.95"
Date,Description,Money In,Money Out,Balance
,WM MORRISONS STORE (VIA,,,
,"APPLE PAY), ON 31-07-2023",,,
01/08/2023,WM MORRISONS STORE (VIA,,£ 26.19,"£ -1,484.19"
,"APPLE PAY), ON 31-07-2023",,,
01/08/2023,TRANSFER FROM MR LEFTERIS,£ 15.00,,"£ -1,458.00"
,GILMAZ,,,
31/07/2023,BILL PAYMENT VIA FASTER,,£ 55.00,"£ -1,473.00"
,PAYMENT TO AKSHAY K KRISHNA,,,
,"REFERENCE HIS MONEY ,",,,
,MANDATE NO 38,,,
31/07/2023,TRANSFER FROM MR LEFTERIS,£ 58.00,,"£ -1,418.00"
,GILMAZ,,,
31/07/2023,TRANSFER FROM MR LEFTERIS,£ 24.00,,"£ -1,476.00"
,GILMAZ,,,
31/07/2023,TRANSFER TO MR LEFTERIS,,£ 956.15,"£ -1,500.00"
,GILMAZ,,,
31/07/2023,BANK GIRO CREDIT REF,£ 958.73,,£ -543.85
,"LEICESTER SVCS PAR, UNIV",,,
,7100119100050,,,
29/07/2023,CARD PAYMENT TO WM,,£ 3.89,"£ -1,502.58"
,MORRISONS STORE ON,,,
,28-07-2023,,,
26/07/2023,WM MORRISONS STORE (VIA,,£ 25.08,"£ -1,498.69"
,"APPLE PAY), ON 25-07-2023",,,
26/07/2023,WM MORRISONS STORE (VIA,,£ 0.60,"£ -1,473.61"
,"APPLE PAY), ON 25-07-2023",,,
25/07/2023,WM MORRISONS STORE (VIA,,£ 18.99,"£ -1,473.01"
,"APPLE PAY), ON 24-07-2023",,,
25/07/2023,,,£ 7.97,"£ -1,454.02"
Date,Description,Money In,Money Out,Balance
,UBR* PENDING.UBER.COM (VIA,,,
,"APPLE PAY), ON 24-07-2023",,,
23/07/2023,FASTER PAYMENTS RECEIPT,£ 50.00,,"£ -1,446.05"
,REF.THANKS FROM A,,,
,Krishnakumar,,,
23/07/2023,FASTER PAYMENTS RECEIPT,£ 5.00,,"£ -1,496.05"
,REF.THANKS FROM A,,,
,Krishnakumar,,,
22/07/2023,VMS UNI OF LEICESTER (VIA,,£ 3.50,"£ -1,501.05"
,"APPLE PAY), ON 21-07-2023",,,
21/07/2023,SAINSBURYS S/MKTS (VIA APPLE,,£ 2.60,"£ -1,497.55"
,"PAY), ON 20-07-2023",,,
21/07/2023,"LSP (VIA APPLE PAY), ON",,£ 1.00,"£ -1,494.95"
,18-07-2023,,,
21/07/2023,FASTER PAYMENTS RECEIPT,£ 3.50,,"£ -1,493.95"
,REF.LOVE FROM MICKIEWICZ M,,,
20/07/2023,VMS UNI OF LEICESTER (VIA,,£ 2.00,"£ -1,497.45"
,"APPLE PAY), ON 19-07-2023",,,
20/07/2023,VMS UNI OF LEICESTER (VIA,,£ 1.00,"£ -1,495.45"
,"APPLE PAY), ON 19-07-2023",,,
20/07/2023,VMS UNI OF LEICESTER (VIA,,£ 8.45,"£ -1,494.45"
,"APPLE PAY), ON 19-07-2023",,,
19/07/2023,"LSP (VIA APPLE PAY), ON",,£ 6.50,"£ -1,486.00"
,18-07-2023,,,
19/07/2023,FASTER PAYMENTS RECEIPT,£ 15.00,,"£ -1,479.50"
,REF.FOR DRINKS FROM,,,
,MICKIEWICZ M,,,
19/07/2023,VMS UNI OF LEICESTER (VIA,,£ 2.00,"£ -1,494.50"
Date,Description,Money In,Money Out,Balance
18/07/2023,FASTER PAYMENTS RECEIPT,£ 3.00,,"£ -1,492.50"
,REF.MY BABY FROM MICKIEWICZ,,,
,M,,,
18/07/2023,FASTER PAYMENTS RECEIPT,£ 3.50,,"£ -1,495.50"
,REF.MY LOVE FROM MICKIEWICZ,,,
,M,,,
18/07/2023,VMS UNI OF LEICESTER (VIA,,£ 3.50,"£ -1,499.00"
,"APPLE PAY), ON 17-07-2023",,,
17/07/2023,FASTER PAYMENTS RECEIPT,£ 5.00,,"£ -1,495.50"
,REF.MY BABY FROM MICKIEWICZ,,,
,M,,,
15/07/2023,"APPLE.COM/BILL (VIA APPLE PAY),",,£ 0.99,"£ -1,500.50"
,ON 14-07-2023,,,
14/07/2023,WM MORRISONS STORE (VIA,,£ 14.93,"£ -1,499.51"
,"APPLE PAY), ON 13-07-2023",,,
14/07/2023,CARD PAYMENT TO LIDL GB LEI-,,£ 28.15,"£ -1,484.58"
,UPPERTON ON 13-07-2023,,,
14/07/2023,CARD PAYMENT TO giffgaff ON,,£ 12.00,"£ -1,456.43"
,13-07-2023,,,
13/07/2023,BILL PAYMENT VIA FASTER,,£ 182.00,"£ -1,444.43"
,PAYMENT TO MAGDALENA MICKIE,,,
,"REFERENCE ANJAJ , MANDATE",,,
,NO 41,,,
12/07/2023,WM MORRISONS STORE (VIA,,£ 20.98,"£ -1,262.43"
,"APPLE PAY), ON 11-07-2023",,,
11/07/2023,BILL PAYMENT VIA FASTER,,£ 5.00,"£ -1,241.45"
,PAYMENT TO MAGDALENA MICKIE,,,
,"REFERENCE ANJAJ , MANDATE",,,
,NO 41,,,
11/07/2023,,,£ 5.00,"£ -1,236.45"
Date,Description,Money In,Money Out,Balance
,BILL PAYMENT VIA FASTER,,,
,PAYMENT TO MAGDALENA MICKIE,,,
,"REFERENCE ANJAJ , MANDATE",,,
,NO 41,,,
11/07/2023,BILL PAYMENT VIA FASTER,,£ 23.79,"£ -1,231.45"
,PAYMENT TO MAGDALENA MICKIE,,,
,"REFERENCE ANJAJ , MANDATE",,,
,NO 41,,,
11/07/2023,MCDONALDS 416 (VIA APPLE,,£ 1.19,"£ -1,207.66"
,"PAY), ON 10-07-2023",,,
11/07/2023,CARD PAYMENT TO WM,,£ 17.70,"£ -1,206.47"
,MORRISONS STORE ON,,,
,10-07-2023,,,
11/07/2023,TESCO STORES 6300 (VIA APPLE,,£ 5.95,"£ -1,188.77"
,"PAY), ON 10-07-2023",,,
11/07/2023,CARD PAYMENT TO GOOGLE,,£ 8.99,"£ -1,182.82"
